"directory","file_name","variable_name","variable_type","description"
"data","cleanteamghana.rda","floor_material","character","Material used for flooring"
"data","cleanteamghana.rda","roof_material","character","Material used for roofing"
"data","cleanteamghana.rda","wall_material","character","Material used for walls"
"data","cleanteamghana.rda","pan_material","character","Material used for toilet pans"
"data","cleanteamghana.rda","pit_lining","character","Presence of pit lining"
"data","cleanteamghana.rda","mechanical_emptying","character","Mechanical emptying of the pit"
"data","cleanteamghana.rda","primary_solidwaste_collection","character","Primary method of solid waste collection"
"data","cleanteamghana.rda","presence_of_drain","character","Presence of a drain in the toilet"
"data","cleanteamghana.rda","presence_of_paved_road","character","Presence of paved roads near the toilet"
"data","cleanteamghana.rda","presence_of_street_lights","character","Presence of street lights near the toilet"
"data","cleanteamghana.rda","cleaned_toilet","character","Cleanliness of the toilel"
"data","cleanteamghana.rda","cleanliness_of_pan","character","Cleanliness of the toilet pan"
"data","cleanteamghana.rda","cleanliness_of_slab","character","Cleanliness of the toilet slab"
"data","cleanteamghana.rda","concerns_about_using_ctg_toilet","character","Whether individuals have concerns about using the Clean Team Ghana (CTG) toilet"
"data","cleanteamghana.rda","concerns_about_using_ctg_toilet_specify","character","Respondents can specify their concerns about using the CTG toilet if they have any"
"data","cleanteamghana.rda","container_replaced_freq_ctg","integer","Frequency of container replacement for the CTG toilet"
"data","cleanteamghana.rda","cost_per_use","integer","Cost incurred per use of the CTG toilet"
"data","cleanteamghana.rda","ctg_cleanliness","character","Perceived cleanliness of the CTG toilet"
"data","cleanteamghana.rda","ctg_information_source","character","Source from which individuals obtained information about the CTG toilet"
"data","cleanteamghana.rda","ctg_issues","character","Any issues or problems related to the CTG toilet"
"data","cleanteamghana.rda","ctg_recommendation","character","Whether individuals would recommend the CTG toilet to others"
"data","cleanteamghana.rda","door_lockable_inside","character","Whether the CTG toilet has a lockable door from the inside"
"data","cleanteamghana.rda","door_lockable_outside","character","Whether the CTG toilet has a lockable door from the outside"
"data","cleanteamghana.rda","ever_unable_to_use_ctg","character","Whether individuals have ever been unable to use the CTG toilet"
"data","cleanteamghana.rda","ever_unable_to_use_ctg_specify","character","Respondents can specify reasons if they have ever been unable to use the CTG toilet"
"data","cleanteamghana.rda","fear_of_being_removed","character","Whether individuals fear the CTG toilet of being removed"
"data","cleanteamghana.rda","how_likely_to_recommend_clean_team","character","Likelihood of individuals recommending Clean Team Ghana's services to others"
"data","cleanteamghana.rda","is_ctg_available","character","Availability of the CTG toilet in this particular area"
"data","cleanteamghana.rda","knowledge_of_toilet_sharing","character","Individuals' awareness or understanding of sharing toilets among multiple users"
"data","cleanteamghana.rda","management_of_children_feces","character","Need for managing children's feces"
"data","cleanteamghana.rda","odour_control_agents_baseline","character","Agents or methods used for controlling odors at the baseline or initial stage"
"data","cleanteamghana.rda","odour_control_agents_endline","character","Agents or methods used for controlling odors at the endpoint or final stage"
"data","cleanteamghana.rda","odour_control_baseline","character","Effectiveness or measures taken to control odors at the baseline or initial stage"
"data","cleanteamghana.rda","odour_control_endline","character","Effectiveness or measures taken to control odors at the endpoint or final stage"
"data","cleanteamghana.rda","people_using_ctg","integer","Number of people using Clean Team Ghana's services or toilets in this particular area"
"data","cleanteamghana.rda","rent_paid","integer","Amount of rent paid by CTG?"
"data","cleanteamghana.rda","sanqol_assault","integer","Perceptions or experiences related to assault or safety concerns at the sanitation facility"
"data","cleanteamghana.rda","sanqol_cleanliness","integer","Perceptions or evaluations of the cleanliness of the sanitation facility."
"data","cleanteamghana.rda","sanqol_convenience","integer","Level of convenience provided by the sanitation facility"
"data","cleanteamghana.rda","sanqol_cost","integer","Perceptions or satisfaction related to the cost of using the sanitation facility"
"data","cleanteamghana.rda","sanqol_disgust","integer","Feelings of disgust or repulsion associated with the sanitation facility"
"data","cleanteamghana.rda","sanqol_health","integer","Perceptions or concerns about health-related aspects associated with the sanitation facility"
"data","cleanteamghana.rda","sanqol_privacy","integer","Perceptions or satisfaction levels regarding privacy at the sanitation facility"
"data","cleanteamghana.rda","sanqol_proud","integer","Feelings of pride or satisfaction associated with using the sanitation facility"
"data","cleanteamghana.rda","sanqol_safety","character","Perceptions or feelings of safety related to the sanitation facility"
"data","cleanteamghana.rda","sanqol_shame","character","Feelings of shame associated with using the sanitation facility"
"data","cleanteamghana.rda","sanqol_smell","character","Perceptions or experiences related to unpleasant smells at the sanitation facility"
"data","cleanteamghana.rda","satisfaction_avoiding_unpleasant_odour","integer","Satisfaction levels regarding avoiding unpleasant odors while using the facility"
"data","cleanteamghana.rda","satisfaction_avoiding_unpleasant_odour_not_in_use","integer","Satisfaction levels regarding avoiding unpleasant odors when the facility is not in use"
"data","cleanteamghana.rda","satisfaction_combine_duities_and_using_toilet","integer","Satisfaction levels while combining duties and using the toilet"
"data","cleanteamghana.rda","satisfaction_manage_menstrual_hygiene","integer","Satisfaction levels regarding the management of menstrual hygiene at the facility"
"data","cleanteamghana.rda","satisfaction_towards_cost_of_latrine_usage","integer","Satisfaction levels related to the cost of using the latrine or sanitation facility"
"data","cleanteamghana.rda","satisfaction_towards_ease_to_access","integer","Satisfaction levels related to the ease of access to the sanitation facility"
"data","cleanteamghana.rda","satisfaction_towards_ease_to_use","character","Satisfaction levels related to the ease of using the sanitation facility"
"data","cleanteamghana.rda","satisfaction_towards_privacy_of_toilet_use","character","Satisfaction levels related to the privacy offered during toilet use"
"data","cleanteamghana.rda","satisfaction_towards_toilet_cleanliness","character","Satisfaction levels related to the cleanliness of the toilet"
"data","cleanteamghana.rda","satisfaction_towards_toilet_uncomfortabity","character","Discomfort experienced while using the toilet"
"data","cleanteamghana.rda","sharing_of_toilet_baseline","character","Sharing pattern or practices related to using the toilet at the baseline or initial stage"
"data","cleanteamghana.rda","sharing_of_toilet_endline","character","Sharing pattern or practices related to using the toilet at the endpoint or final stage"
"data","cleanteamghana.rda","slab_material","character","Material used for constructing the slab of the sanitation facility"
"data","cleanteamghana.rda","slab_material_other","character","Additional information on the material used for constructing the slab if it's specified as 'other'"
"data","cleanteamghana.rda","smell_reduction_system","character","Method implemented within the toilet facility to reduce or eliminate unpleasant odors"
"data","cleanteamghana.rda","soap_for_handwashing","character","Availability of soap provided specifically for handwashing within the toilet facility"
"data","cleanteamghana.rda","source_of_water_for_drinking","character","Available water source within the toilet facility intended for drinking purposes"
"data","cleanteamghana.rda","source_of_water_for_other_purposes","character","Water source within the toilet facility used for non-drinking purposes such as cleaning, flushing, or other sanitary needs"
"data","cleanteamghana.rda","time_to_access_toilet","integer","Time taken to reach the toilet from a specific point, likely measured in minutes."
"data","cleanteamghana.rda","time_to_get_water","integer","Time required to access water, likely measured in minutes"
"data","cleanteamghana.rda","toilet_door","character","Presence of toilet door in the toilet facility"
"data","cleanteamghana.rda","toilet_location_baseline","character","Initial or baseline location of the toilet facility"
"data","cleanteamghana.rda","toilet_location_ctg","character","Location of the Clean Team Ghana toilet facility"
"data","cleanteamghana.rda","toilet_on_compound_cant_use","character","Presence of a toilet within a compound that is unusable for some reason"
"data","cleanteamghana.rda","toilet_public_usage_baseline","character","Usage pattern or availability of the toilet facility at the baseline"
"data","cleanteamghana.rda","toilet_public_usage_endline","character","Usage pattern or availability of the toilet facility at the endpoint or final stage"
"data","cleanteamghana.rda","toilet_roof","character","Presence of toilet roof in the toilet facility"
"data","cleanteamghana.rda","toilet_scrubbedmopped_frequency","character","Frequency of cleaning activities like scrubbing and mopping of the toilet"
"data","cleanteamghana.rda","toilet_use_payment_option","character","Payment for using the toilet"
"data","cleanteamghana.rda","toilet_walls","character","Presence of toilet wall in the toilet facility"
"data","cleanteamghana.rda","type_of_toilet","character","Type of toilet facility (e.g., pit latrine, flush toilet)"
"data","cleanteamghana.rda","urinate_or_defecate_at_night","character","Behavior related to urination or defecation during the night"
"data","cleanteamghana.rda","urinate_or_defecate_at_night_use_ctg","character","Nighttime urination or defecation patterns in the Clean Team Ghana toilet"
"data","cleanteamghana.rda","use_non_ctg_toilet","character","Usage of a non-Clean Team Ghana provided toilet facility"
"data","cleanteamghana.rda","wait_for_replacement_ctg","integer","If the residents waiting for a replacement of the Clean Team Ghana toilet"
"data","cleanteamghana.rda","water_for_handwashing","character","Availability of water for handwashing"
"data","cleanteamghana.rda","why_not_observed","character","Reasons why CTG toilet wasn't observed"
"data","cleanteamghana.rda","why_not_use_a_toilet","character","Reasons for not using a toilet in general"
"data","cleanteamghana.rda","why_not_use_household_toilets","character","Reasons for not using a household toilet"
"data","cleanteamghana.rda","why_not_use_household_toilets_other","character","Additional reasons for not using household toilets if specified as 'other'"
"data","cleanteamghana.rda","years_living_in_current_house","integer","Duration of time spent living in the current household"
"data","cleanteamghana.rda","household_size","integer","Total number of individuals living in a household"
"data","cleanteamghana.rda","adults","integer","Count of adults in the household"
"data","cleanteamghana.rda","kids","integer","Count of kids in the household"
"data","cleanteamghana.rda","sanqol_rawindex","integer","Raw numerical index representing the overall satisfaction in sanitation quality of life"
"data","cleanteamghana.rda","sanqol_rawscore","integer","Raw numerical score representing the overall satisfaction in sanitation quality of life"
"data","cleanteamghana.rda","cost_per_month_public_baseline","integer","Cost per month related to public toilet usage at the baseline stage"
