__version__;_id;_index;_submission_time;_uuid;_validation_status;able_to_observe_toilet;age_of_respondent;area;cant_access_money_for_toilet;cant_afford_toilet;cleaned_toilet;cleanliness_of_neighborhood;cleanliness_of_pan;cleanliness_of_slab;community;community_other;concerns_about_using_ctg_toilet;concerns_about_using_ctg_toilet_specify;container_replaced_freq_ctg;cost_per_month;cost_per_month_endline;cost_per_other;cost_per_use;cost_per_week;ctg_cleanliness;ctg_information_family;ctg_information_friend;ctg_information_neighbour;ctg_information_other;ctg_information_other_specify;ctg_information_salesagent;ctg_information_source;ctg_information_spouse;ctg_issues;ctg_issues_excessive_smell_when_open;ctg_issues_full;ctg_issues_leaking;ctg_issues_none;ctg_issues_smells_when_closed;ctg_recommendation;ctg_recommendation_family;ctg_recommendation_friend;ctg_recommendation_neighbour;ctg_recommendation_none;ctg_recommendation_other;ctg_recommendation_other_specify;customer.available.and.over.18;customer.willing.to.participate;date;dce1;dce10;dce11;dce12;dce13;dce14;dce15;dce16;dce2;dce3;dce4;dce5;dce6;dce7;dce8;dce9;development_priority_of_neighborhood;deviceid;displaytenant;district;door_lockable_inside;door_lockable_outside;electricity_situation;employment_type;ever_unable_to_use_ctg;ever_unable_to_use_ctg_specify;exclusion_from_toilet_usage;exclusion_from_toilet_usage_reason;fear_of_being_removed;female_<_5_years;female_>_1_8_years;female_5_1_8_years;fuel_used_for_cooking;functioning_toilet;functioning_toilet_isctg;handwashing_facility;highest_level_of_education;house_ownership;how_likely_to_recommend_clean_team;howmanyoppositesex;image_of_CTGtoilet;image_of_house;is_ctg_available;knowledge_of_toilet_sharing;landlord_residence;location_of_water_source;main_material_of_floor;main_material_of_roof;main_material_of_wall;male_<_5_years;male_>_1_8_years;male_5_1_8_years;management_of_children_feces;marital_status;mechanical_emptying;number_households_sharing;number_of_households;number_of_rooms;numeber_of_daily_toilet_usage;odour_control_agents_ash;odour_control_agents_baseline;odour_control_agents_chemicals;odour_control_agents_endline;odour_control_agents_other_baseline;odour_control_agents_other_endline;odour_control_agents_other_specify;odour_control_agents_ash;odour_control_baseline;odour_control_endline;pan_material;people_using_ctg;perception_about_neighborhood;pit_lining;pit_lining_other;presence_of_drain;presence_of_paved_road;presence_of_street_lights;primary_solidwaste_collection;random_wtp_1;random_wtp_2;random_wtp_3;rent_paid;safety_of_neighborhood;sanqol_assault;sanqol_assault_young;sanqol_cleanliness;sanqol_cleanliness_young;sanqol_convenience;sanqol_convenience_young;sanqol_cost;sanqol_cost_young;sanqol_disgust;sanqol_disgust_young;sanqol_health;sanqol_health_young;sanqol_privacy;sanqol_privacy_young;sanqol_proud;sanqol_proud_young;sanqol_safety;sanqol_safety_young;sanqol_shame;sanqol_shame_young;sanqol_smell;sanqol_smell_young;satisfaction_avoiding_unpleasant_odour;satisfaction_avoiding_unpleasant_odour_not_in_use;satisfaction_combine_duities_and_using_toilet;satisfaction_manage_menstrual_hygiene;satisfaction_towards_cost_of_latrine_usage;satisfaction_towards_ease_to_access;satisfaction_towards_ease_to_use;satisfaction_towards_privacy_of_toilet_use;satisfaction_towards_toilet_cleanliness;satisfaction_towards_toilet_uncomfortabity;selectrandomperson;sex_mainrespondent;sharing_of_toilet_baseline;sharing_of_toilet_endline;simserial;slab_material;slab_material_other;smell_reduction_system;smell_reduction_system_none;smell_reduction_system_other;smell_reduction_system_other_specify;smell_reduction_system_pipe;smell_reduction_system_simplecover;smell_reduction_system_waterseal;smell_reduction_system_window_or_vent;soap_for_handwashing;source_of_water_for_drinking;source_of_water_for_other_purposes;survey.start.time;time;time_to_access_toilet;time_to_get_water;toilet_door;toilet_location_baseline;toilet_location_ctg;toilet_on_compound_cant_use;toilet_public_usage_baseline;toilet_public_usage_endline;toilet_roof;toilet_scrubbedmopped_frequency;toilet_use_payment_option;toilet_use_payment_option_other;toilet_walls;type_of_toilet;type_of_toilet_001;type_of_toilet_other;type_of_toilet_other_001;urinate_or_defecate_at_night;urinate_or_defecate_at_night_use_ctg;use_non_ctg_toilet;vas1;vas2;vas3;vas4;wait_for_replacement_ctg;water_for_handwashing;why_not_observed;why_not_use_a_toilet;why_not_use_a_toilet_other;why_not_use_household_toilets;why_not_use_household_toilets_other;wtp_carrying;wtp_carrying_10;wtp_carrying_15;wtp_carrying_5;wtp_enclosure;wtp_enclosure_10;wtp_enclosure_15;wtp_enclosure_5;wtp_frequency;wtp_frequency_10;wtp_frequency_15;wtp_frequency_5;years_living_in_current_house;household_size;adults;kids;sanqol_assault_num;sanqol_cleanliness_num;sanqol_convenience_num;sanqol_cost_num;sanqol_disgust_num;sanqol_health_num;sanqol_privacy_num;sanqol_proud_num;sanqol_safety_num;sanqol_shame_num;sanqol_smell_num;satisfaction_towards_privacy_of_toilet_use_num;satisfaction_towards_toilet_cleanliness_num;satisfaction_combine_duities_and_using_toilet_num;sanqol_rawindex;sanqol_rawscore;cost_per_month_public_baseline
vCHaYUC7y3rGqq9dqgj8dq;58166442;5;2019-06-13T13:51:23;e85dbb26-972f-40b8-b85a-30112adfa46f;NA;No;54;Bronkong;No;No;Twice a week;Yes;Appears clean;Appears clean;Afrancho;NA;NA;NA;NA;NA;NA;NA;0.5;NA;NA;0;0;0;0;NA;1;Sales agent;0;NA;NA;NA;NA;NA;NA;Neighbour;0;0;1;0;0;NA;Yes;Yes;13.06.2019;A;A;A;A;B;A;B;B;A;A;B;B;B;B;A;B;Water supply;NA;NA;Suame Municipal;Yes;Yes;Household meter connection;Self employee/Business;NA;NA;No;NA;No;0;1;0;Charcoal;Yes;NA;Yes;Junior Secondary (P 7-9);Rent;Might recommend;NA;NA;1560415662813.jpg;NA;No;Yes;In own yard/plot;Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo/iron sheets);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);0;1;0;No children <5 years present;Married;Yes;NA;4;1;1;0;NA;0;Sawdust;NA;0;NA;1;No;Yes;other;NA;Yes;NA;NA;No;Yes;Yes;Taken outside the compound to a disposal site by househld members;NA;NA;NA;1;Yes;0;NA;3;NA;3;NA;0;NA;3;NA;3;NA;3;NA;0;NA;3;NA;3;NA;2;NA;3;NA;0;3;3;3;3;3;4;3;NA;Female;Yes;No;3.60E+14;Concrete;NA;Water seal/Flushing toilet Pipe ventilation Window/Vent holes Other;0;1;NA;1;0;1;1;Yes;Sachet water;Piped water, piped into yard/plot;2019-06-13T08:14:01.144Z;0;20;2;Yes;Elsewhere;NA;NA;Yes;No;Yes;More than once a day;Per use;NA;Yes;Flush or pour-flush toilet to septic tank;Flush or pour-flush toilet to septic tank;NA;NA;Yes;Yes;No;5;4;6;2;NA;Yes;NA;NA;NA;Other;No space to construct a toilet;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20;2;2;0;0;0;0;0;0;0;0;3;0;0;1;3;4;0;1;15;30
vCHaYUC7y3rGqq9dqgj8dq;58166449;6;2019-06-13T13:51:30;3c516f4e-05de-4a14-babe-92c4c92ed333;NA;No;58;Bronkong;No;No;Once a week;Yes;Appears clean;Appears clean;Afrancho;NA;NA;NA;NA;NA;NA;NA;0.5;NA;NA;0;0;0;0;NA;1;Sales agent;0;NA;NA;NA;NA;NA;NA;None;0;0;0;1;0;NA;Yes;Yes;13.06.2019;B;B;A;B;B;B;B;B;B;B;B;B;B;B;A;B;Toilet;NA;NA;Suame Municipal;Yes;Yes;Shared meter connection;Self employee/Business;NA;NA;No;NA;No;0;2;0;Charcoal;Yes;NA;Yes;Junior Secondary (P 7-9);Own;Might recommend;NA;1570537941973.jpg;1560416879307.jpg;NA;No;NA;Elsewhere;Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo/iron sheets);Natural (earth/sand/mud);0;0;0;All;Widowed/Divorced/Seperated;Yes;NA;8;1;1;0;NA;0;Sawdust;NA;0;NA;1;No;Yes;other;NA;Yes;NA;NA;Yes;No;Yes;Stored at household and collected by a private individual;NA;NA;NA;NA;Yes;1;NA;3;NA;2;NA;2;NA;3;NA;3;NA;3;NA;2;NA;3;NA;3;NA;3;NA;3;NA;0;3;2;3;3;3;4;3;NA;Female;Yes;No;3.60E+14;Concrete;NA;Water seal/Flushing toilet Pipe ventilation Window/Vent holes Other;0;1;NA;1;0;1;1;Yes;Sachet water;Piped water, piped to neigbor;2019-06-13T08:47:54.293Z;0;15;15;Yes;Elsewhere;NA;NA;Yes;No;Yes;More than once a day;Per use;NA;Yes;Flush or pour-flush toilet to septic tank;Flush or pour-flush toilet to septic tank;NA;NA;No, I use a bucket at night;Yes;No;6;3;5;3;NA;Yes;NA;NA;NA;Cannot afford household toilet;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20;2;2;0;1;0;1;2;0;0;0;1;0;0;0;3;4;0;1;15;30
vCHaYUC7y3rGqq9dqgj8dq;58166475;9;2019-06-13T13:51:47;08587c42-5efb-4cdf-9065-3425eaa1700c;NA;NA;61;Bronkong;NA;NA;Twice a week;Yes;NA;NA;Afrancho;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;1;Sales agent;0;NA;NA;NA;NA;NA;NA;None;0;0;0;1;0;NA;Yes;Yes;13.06.2019;A;A;A;A;B;A;B;B;A;A;B;B;B;B;A;B;Water supply;NA;NA;Suame Municipal;NA;NA;Household meter connection;Self employee/Business;NA;NA;NA;NA;No;0;2;0;Charcoal;No;NA;NA;Junior Secondary (P 7-9);Own;Might recommend;NA;NA;1560423649616.jpg;NA;NA;NA;In own yard/plot;Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo/iron sheets);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);1;0;3;NA;Married;NA;NA;0;2;NA;0;NA;0;Sawdust;NA;0;NA;1;NA;Yes;NA;NA;No;NA;NA;No;No;Yes;Taken outside the compound to a disposal site by househld members;NA;NA;NA;NA;Yes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Male;NA;No;3.60E+14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Piped water, piped into yard/plot;Piped water, piped into yard/plot;2019-06-13T10:48:30.558Z;0;NA;2;NA;NA;NA;NA;NA;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Yes;No;0;5;6;3;NA;NA;NA;A toilet is available but does not function;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20;6;5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
vCHaYUC7y3rGqq9dqgj8dq;68755937;274;2019-09-22T10:32:59;22e4ff1f-c170-493b-8a04-9fb8a8eaa588;NA;No;38;Slaughter House;NA;NA;Several times a week;Yes;NA;NA;Ahwiaa Zongo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;1;0;NA;0;Neighbour Friend;0;NA;NA;NA;NA;NA;NA;None;0;0;0;1;0;NA;Yes;Yes;17.09.2019;B;B;A;B;A;B;A;B;B;B;A;A;B;A;B;A;Lighting, solid waste management;NA;NA;Kwabre East Municipal;NA;NA;Shared meter connection;Self employee/Business;NA;NA;No;NA;No;0;0;1;Charcoal;Yes;NA;NA;None;Rent;Would recommend;NA;NA;1568743384985.jpg;NA;No;No;In own yard/plot;Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo/iron sheets);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);1;0;0;None;Married;Yes;NA;10;1;NA;0;Chemicals;1;Sawdust Chemicals;NA;0;NA;1;Yes;Yes;NA;NA;Yes;NA;NA;Yes;Yes;Yes;Stored at public place and collected b a company;NA;NA;NA;120;Yes;0;NA;2;NA;0;NA;0;NA;1;NA;1;NA;2;NA;1;NA;2;NA;1;NA;2;NA;1;NA;2;2;3;2;2;2;1;1;NA;Female;Yes;No;3.60E+14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Piped water, piped into yard/plot;Piped water, piped into yard/plot;2019-09-17T16:24:27.420Z;0;10;5;NA;On neighbor's compound;NA;No;No;No;NA;Once a day;None;NA;NA;Flush or pour-flush toilet to septic tank;NA;NA;NA;No, I use a bucket at night;Yes;No;5;5;8;4;NA;NA;NA;NA;NA;Tenant, and household toilet is not available in this house;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;2;1;1;0;1;3;0;2;2;1;2;1;2;1;2;1;2;0.466666667;7;NA
vCHaYUC7y3rGqq9dqgj8dq;67990482;255;2019-09-16T10:01:55;07255579-d351-4579-9135-83db35f1cdb6;NA;No;68;Opposite central mosque;NA;NA;Several times a week;Yes;NA;NA;Akwatia Line;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;1;Sales agent;0;NA;NA;NA;NA;NA;NA;None;0;0;0;1;0;NA;Yes;Yes;13.09.2019;A;B;B;B;A;B;B;A;A;A;B;B;B;B;B;B;Solid waste management;8.92E+18;NA;Asokore Mampong Municipal;NA;NA;Household meter connection;Self employee/Business;NA;NA;No;NA;No;0;1;0;Charcoal;Yes;NA;NA;None;Rent;Would recommend;NA;1574171137554.jpg;1568618080192.jpg;NA;No;Yes;In own yard/plot;Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo/iron sheets);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);0;1;0;No children <5 years present;Widowed/Divorced/Seperated;Yes;NA;18;1;NA;0;Chemicals;0;Sawdust;NA;0;NA;1;Yes;Yes;NA;NA;Yes;NA;NA;Yes;Yes;Yes;Stored at public place and collected b a company;NA;NA;NA;70;Yes;0;NA;2;NA;0;NA;0;NA;2;NA;2;NA;3;NA;0;NA;2;NA;1;NA;1;NA;2;NA;1;2;3;1;1;2;2;1;NA;Female;Yes;No;3.60E+14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Piped water, piped to public tap/standpipe;Piped water, piped to public tap/standpipe;2019-09-13T19:26:40.890Z;0;5;5;NA;On neighbor's compound;NA;No;Yes;No;NA;Once a day;None;NA;NA;Flush or pour-flush toilet to septic tank;NA;NA;NA;No, I use a bucket at night;Yes;No;5;5;8;5;NA;NA;NA;NA;NA;Tenant, and household toilet is not available in this house;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21;2;2;0;0;1;3;0;1;1;0;3;1;2;2;2;2;1;0.666666667;10;NA
vCHaYUC7y3rGqq9dqgj8dq;69102049;313;2019-09-25T09:06:46;b603e59d-81f3-4963-acd5-ed6a7058b28e;NA;Yes;28;Mosque Area;No;No;Twice a week;Yes;Appears clean;Appears clean;Akorem;NA;NA;NA;NA;NA;NA;NA;0.5;NA;NA;1;0;1;0;NA;1;Family member Neighbour Sales agent;0;NA;NA;NA;NA;NA;NA;Neighbour;0;0;1;0;0;NA;Yes;Yes;23.09.2019;B;A;B;B;B;B;B;A;B;B;B;A;B;A;A;B;Road;8.92E+18;NA;Asokore Mampong Municipal;Yes;No;Shared meter connection;Self employee/Business;NA;NA;No;NA;No;0;1;0;Charcoal;Yes;NA;Yes;Senior Secondary;Rent;Would recommend;NA;NA;1569226741145.jpg;NA;No;No;In own yard/plot;Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo/iron sheets);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);0;0;0;Don't Know;Single and never married;Don't Know;NA;5;1;1;0;NA;0;Sawdust;NA;0;NA;1;Don't Know;Yes;other;NA;Yes;NA;NA;No;No;Yes;Stored at household and collected by a private individual;NA;NA;NA;40;Yes;0;NA;3;NA;3;NA;1;NA;3;NA;2;NA;3;NA;1;NA;3;NA;2;NA;2;NA;3;NA;3;3;3;3;3;3;3;3;NA;Female;Yes;No;3.60E+14;Ceremic;NA;Water seal/Flushing toilet Pipe ventilation Window/Vent holes;0;0;NA;1;0;1;1;Yes;Sachet water;Piped water, piped into yard/plot;2019-09-23T08:12:01.435Z;0;20;2;Yes;Elsewhere;NA;Yes;Yes;No;Yes;More than once a day;Per use;NA;Yes;Flush or pour-flush toilet to septic tank;Flush or pour-flush toilet to septic tank;NA;NA;Yes;Yes;No;8;4;1;4;NA;Yes;NA;NA;NA;Tenant, and household toilet is not available in this house;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;0;0;0;0;1;0;1;0;2;0;1;1;3;3;3;0.866666667;13;15
vCHaYUC7y3rGqq9dqgj8dq;69102090;315;2019-09-25T09:06:58;d9ff14ee-2324-4815-ae9f-3ccf055d1fdf;NA;Yes;70;Akorem mosque;No;No;Twice a week;Yes;Appears clean;Appears clean;Akorem;NA;NA;NA;NA;NA;NA;NA;0.5;NA;NA;0;0;1;0;NA;1;Neighbour Sales agent;0;NA;NA;NA;NA;NA;NA;Neighbour Friend;0;1;1;0;0;NA;Yes;Yes;23.09.2019;B;B;B;A;B;B;B;A;B;B;A;B;B;A;A;A;Healthcare;8.92E+18;NA;Asokore Mampong Municipal;Yes;No;Shared meter connection;Unemployed/housewife;NA;NA;No;NA;No;0;2;0;Charcoal;Yes;NA;Yes;None;Own;Would recommend;NA;NA;1569230200024.jpg;NA;No;NA;Elsewhere;Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo/iron sheets);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);0;0;0;None;Widowed/Divorced/Seperated;Yes;NA;5;2;1;0;NA;0;Sawdust;NA;0;NA;1;Don't Know;Yes;other;NA;Yes;NA;NA;Yes;No;Yes;Stored at household and collected by a private individual;NA;NA;NA;NA;Yes;0;NA;3;NA;2;NA;2;NA;2;NA;2;NA;2;NA;1;NA;3;NA;2;NA;2;NA;3;NA;1;NA;3;3;3;3;3;3;NA;Female;Yes;No;3.60E+14;Ceremic;NA;Water seal/Flushing toilet Pipe ventilation Window/Vent holes;0;0;NA;1;0;1;1;Yes;Sachet water;Piped water, piped to public tap/standpipe;2019-09-23T09:05:06.612Z;0;15;8;Yes;Elsewhere;NA;Yes;Yes;No;Yes;More than once a day;Per use;NA;Yes;Flush or pour-flush toilet to septic tank;Flush or pour-flush toilet to septic tank;NA;NA;Yes;Yes;No;7;5;2;5;NA;Yes;NA;NA;NA;Tenant, and household toilet is available but it is in a poor condition;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;35;2;2;0;0;0;1;2;1;1;1;2;0;1;1;3;3;1;0.733333333;11;30
vCHaYUC7y3rGqq9dqgj8dq;66397768;184;2019-09-01T20:53:58;825b9a7c-f5d1-43c8-841d-8b3e3b448a63;NA;No;57;Near Aniamu Clinic;NA;NA;Several times a week;Yes;NA;NA;Afful Nkwanta;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;NA;1;Neighbour Sales agent;0;NA;NA;NA;NA;NA;NA;None;0;0;0;1;0;NA;Yes;Yes;30.08.2019;A;A;B;A;B;B;A;A;A;B;B;B;A;B;B;A;Roads;NA;NA;Subin Submetro;NA;NA;Shared meter connection;Self employee/Business;NA;NA;No;NA;No;0;1;0;Charcoal;Yes;NA;NA;None;Rent;Would recommend;NA;NA;1567162299612.jpg;NA;No;No;Elsewhere;Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo/iron sheets);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);0;1;0;None;Widowed/Divorced/Seperated;Yes;NA;9;1;NA;0;Chemicals;0;Sawdust;NA;0;NA;1;Yes;Yes;NA;NA;Yes;NA;NA;No;No;No;Stored at public place and collected b a company;NA;NA;NA;80;Yes;0;NA;2;NA;1;NA;0;NA;2;NA;2;NA;3;NA;2;NA;3;NA;1;NA;1;NA;2;NA;2;2;4;1;1;3;3;2;NA;Female;Yes;No;3.60E+14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Piped water, piped to public tap/standpipe;Piped water, piped to public tap/standpipe;2019-08-30T10:49:01.993Z;0;10;8;NA;On neighbor's compound;NA;No;No;No;NA;Once a day;None;NA;NA;Flush or pour-flush toilet to septic tank;NA;NA;NA;No, I use a bucket at night;Yes;No;6;5;9;4;NA;NA;NA;NA;NA;Tenant, and household toilet is not available in this house;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11;2;2;0;0;1;2;0;1;1;0;1;0;2;2;3;3;2;0.733333333;11;NA
vCHaYUC7y3rGqq9dqgj8dq;68755981;279;2019-09-22T10:33:28;5803d735-dd62-41cf-b503-8b6f95cbdf03;NA;No;45;Near the mosque area;NA;NA;Twice a week;Yes;NA;NA;Afful Nkwanta;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;NA;1;Friend Sales agent;0;NA;NA;NA;NA;NA;NA;Friend;0;1;0;0;0;NA;Yes;Yes;18.09.2019;A;A;A;B;A;B;A;B;A;B;A;B;A;B;B;B;Solid waste management, Employment;NA;NA;Subin Submetro;NA;NA;Household meter connection;Self employee/Business;NA;NA;No;NA;No;0;1;1;Charcoal;Yes;NA;NA;Primary (P 1-6);Rent;Would recommend;NA;1576260257056.jpg;1568805502065.jpg;NA;No;Yes;Elsewhere;Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo/iron sheets);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);1;1;0;Some;Married;Yes;NA;8;1;NA;0;Chemicals;1;Sawdust Chemicals;NA;0;NA;1;Yes;Yes;NA;NA;Yes;NA;NA;Yes;Yes;Yes;Stored at public place and collected b a company;NA;NA;NA;80;Yes;0;NA;2;NA;2;NA;0;NA;2;NA;2;NA;1;NA;2;NA;1;NA;1;NA;1;NA;1;NA;NA;NA;2;3;3;2;2;1;NA;Male;Yes;No;3.60E+14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Piped water, piped to public tap/standpipe;Piped water, piped to public tap/standpipe;2019-09-18T11:16:34.282Z;0;10;10;NA;Elsewhere;NA;No;Yes;No;NA;Several times a week;None;NA;NA;Flush or pour-flush toilet to septic tank;NA;NA;NA;No, I use a bucket at night;Yes;No;5;4;7;5;NA;NA;NA;NA;NA;Tenant, and household toilet is not available in this house;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;4;3;1;0;1;1;0;1;1;2;1;2;2;2;2;2;NA;0.466666667;7;NA
vCHaYUC7y3rGqq9dqgj8dq;66397773;186;2019-09-01T20:54:25;1947f9cf-89f6-4e3d-b9c1-882e43502325;NA;No;53;Aniamu Clinic;NA;NA;Twice a week;Yes;NA;NA;Afful Nkwanta;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;1;Sales agent;0;NA;NA;NA;NA;NA;NA;None;0;0;0;1;0;NA;Yes;Yes;30.08.2019;A;B;B;B;B;B;A;A;A;B;B;A;A;B;B;A;Roads;NA;NA;Subin Submetro;NA;NA;Shared meter connection;Self employee/Business;NA;NA;No;NA;No;0;0;1;Charcoal;Yes;NA;NA;Pre-primary;Rent;Might recommend;1;1573595817403.jpg;1567164554414.jpg;NA;No;No;Elsewhere;Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo/iron sheets);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);0;0;1;Some;Married;Yes;NA;9;1;NA;0;Chemicals;1;Sawdust Chemicals;NA;0;NA;1;Yes;Yes;NA;NA;Yes;NA;NA;Yes;No;No;Stored at public place and collected b a company;NA;NA;NA;80;Yes;0;Never;2;Sometimes;0;Never;0;Never;2;Sometimes;2;Sometimes;3;Always;2;Rarely;2;Sometimes;1;Sometimes;1;Never;1;NA;NA;NA;3;2;1;4;2;1;1;Male;Yes;No;3.60E+14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Piped water, piped to public tap/standpipe;Piped water, piped to public tap/standpipe;2019-08-30T11:27:34.071Z;0;10;5;NA;On neighbor's compound;NA;No;No;No;NA;Several times a week;None;NA;NA;Flush or pour-flush toilet to septic tank;NA;NA;NA;No, I use a bucket at night;Yes;No;5;5;9;3;NA;NA;NA;NA;NA;Tenant, and household toilet is not available in this house;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;2;2;0;0;1;3;0;1;1;0;1;1;2;2;4;2;NA;0.666666667;10;NA
vCHaYUC7y3rGqq9dqgj8dq;67197878;215;2019-09-09T13:46:56;767648ac-91e6-4f12-b528-241ed1717860;NA;Yes;46;Total filling station;No;No;Twice a week;Yes;Appears clean;Appears clean;Afful Nkwanta;NA;NA;NA;NA;NA;NA;NA;0.5;NA;NA;0;0;0;0;NA;1;Sales agent;0;NA;NA;NA;NA;NA;NA;None;0;0;0;1;0;NA;Yes;Yes;09.09.2019;B;A;B;B;B;A;B;A;A;A;A;B;B;A;A;A;Employment;8.92E+18;NA;Subin Submetro;Yes;No;Household meter connection;Self employee/Business;NA;NA;No;NA;No;0;1;0;Charcoal;Yes;NA;Yes;Junior Secondary (P 7-9);Rent;Might recommend;NA;NA;1568025107306.jpg;NA;No;No;In own yard/plot;Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo/iron sheets);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);0;1;0;None;Married;Yes;NA;0;1;1;0;NA;0;Sawdust;NA;0;NA;1;Don't Know;Yes;other;NA;Yes;NA;NA;Yes;Yes;Yes;Stored at household and collected by a private individual;NA;NA;NA;50;Yes;0;NA;2;NA;3;NA;1;NA;2;NA;1;NA;3;NA;1;NA;3;NA;2;NA;2;NA;1;NA;NA;NA;3;3;3;3;3;3;NA;Male;Yes;No;3.60E+14;Ceremic;NA;Water seal/Flushing toilet Pipe ventilation Window/Vent holes;0;0;NA;1;0;1;1;Yes;Sachet water;Piped water, piped into yard/plot;2019-09-09T10:26:01.243Z;0;20;2;Yes;Elsewhere;NA;Yes;Yes;No;Yes;More than once a day;Per use;NA;Yes;Flush or pour-flush toilet to septic tank;Flush or pour-flush toilet to septic tank;NA;NA;No, I use another toilet at night;Yes;No;6;4;2;5;NA;Yes;NA;NA;NA;Tenant, and household toilet is available but it is in a poor condition;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;0;0;1;0;1;1;2;0;2;0;1;1;3;3;NA;0.733333333;11;30
